date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:32:07	8044/8044	---M-Z	200	added ('OK')	text/javascript	etag:%221f6c-5c26a57c467c8-gzip%22	https://preview.colorlib.com/theme/universityedu/assets/js/waypoints.min.js	D:/CT5/preview.colorlib.com/theme/universityedu/assets/js/waypoints.min.js	(from https://preview.colorlib.com/theme/universityedu/index.html)
04:32:07	3108/3108	---M-Z	200	added ('OK')	text/javascript	etag:%22c24-5c26a57e731f1-gzip%22	https://preview.colorlib.com/theme/universityedu/assets/js/contact.js	D:/CT5/preview.colorlib.com/theme/universityedu/assets/js/contact.js	(from https://preview.colorlib.com/theme/universityedu/index.html)
04:32:08	41095/41095	---M-Z	200	added ('OK')	text/javascript	etag:%22a087-5c26a58076bdc-gzip%22	https://preview.colorlib.com/theme/universityedu/assets/js/jquery.form.js	D:/CT5/preview.colorlib.com/theme/universityedu/assets/js/jquery.form.js	(from https://preview.colorlib.com/theme/universityedu/index.html)
04:32:08	21068/21068	---M-Z	200	added ('OK')	text/javascript	etag:%22524c-5c26a578d890c-gzip%22	https://preview.colorlib.com/theme/universityedu/assets/js/jquery.validate.min.js	D:/CT5/preview.colorlib.com/theme/universityedu/assets/js/jquery.validate.min.js	(from https://preview.colorlib.com/theme/universityedu/index.html)
04:32:08	1230/1230	---M-Z	200	added ('OK')	text/javascript	etag:%224ce-5c26a578ccd8d-gzip%22	https://preview.colorlib.com/theme/universityedu/assets/js/mail-script.js	D:/CT5/preview.colorlib.com/theme/universityedu/assets/js/mail-script.js	(from https://preview.colorlib.com/theme/universityedu/index.html)
04:32:09	4820/4820	---M-Z	200	added ('OK')	text/javascript	etag:%2212d4-5c26a57e26f34-gzip%22	https://preview.colorlib.com/theme/universityedu/assets/js/jquery.ajaxchimp.min.js	D:/CT5/preview.colorlib.com/theme/universityedu/assets/js/jquery.ajaxchimp.min.js	(from https://preview.colorlib.com/theme/universityedu/index.html)
04:32:09	760/760	---M-Z	200	added ('OK')	text/javascript	etag:%222f8-5c26a57a863fa-gzip%22	https://preview.colorlib.com/theme/universityedu/assets/js/plugins.js	D:/CT5/preview.colorlib.com/theme/universityedu/assets/js/plugins.js	(from https://preview.colorlib.com/theme/universityedu/index.html)
04:32:09	6137/6137	---M-Z	200	added ('OK')	text/javascript	etag:%2217f9-5c26a57c6a9e6-gzip%22	https://preview.colorlib.com/theme/universityedu/assets/js/main.js	D:/CT5/preview.colorlib.com/theme/universityedu/assets/js/main.js	(from https://preview.colorlib.com/theme/universityedu/index.html)
04:32:10	19948/19948	---MCZ	200	added ('OK')	text/javascript	etag:W/%222024.6.1%22	https://static.cloudflareinsights.com/beacon.min.js	D:/CT5/static.cloudflareinsights.com/beacon.min.js	(from https://preview.colorlib.com/theme/universityedu/index.html)
04:32:10	781/781	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Dec%202025%2022:32:10%20GMT	https://preview.colorlib.com/theme/universityedu/assets/css/owl.video.play.png	D:/CT5/preview.colorlib.com/theme/universityedu/assets/css/owl.video.play.png	(from https://preview.colorlib.com/theme/universityedu/assets/css/owl.carousel.min.css)
04:32:10	134622/134622	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2220dde-5c26a5985cd7e-br%22	https://preview.colorlib.com/theme/universityedu/assets/fonts/fa-brands-400.eot	D:/CT5/preview.colorlib.com/theme/universityedu/assets/fonts/fa-brands-400.eot	(from https://preview.colorlib.com/theme/universityedu/assets/css/fontawesome-all.min.css)
04:32:11	134622/134622	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2220dde-5c26a5985cd7e-br%22	https://preview.colorlib.com/theme/universityedu/assets/fonts/fa-brands-400.eot?	D:/CT5/preview.colorlib.com/theme/universityedu/assets/fonts/fa-brands-400d41d.eot	(from https://preview.colorlib.com/theme/universityedu/assets/css/fontawesome-all.min.css)
04:32:11	77400/77400	---M--	200	added ('OK')	font/woff2	etag:%2212e58-5c26a59e225e1%22	https://preview.colorlib.com/theme/universityedu/assets/fonts/fa-brands-400.woff2	D:/CT5/preview.colorlib.com/theme/universityedu/assets/fonts/fa-brands-400.woff2	(from https://preview.colorlib.com/theme/universityedu/assets/css/fontawesome-all.min.css)
04:32:12	90672/90672	---M--	200	added ('OK')	font/woff	etag:%2216230-5c26a59f0bc37%22	https://preview.colorlib.com/theme/universityedu/assets/fonts/fa-brands-400.woff	D:/CT5/preview.colorlib.com/theme/universityedu/assets/fonts/fa-brands-400.woff	(from https://preview.colorlib.com/theme/universityedu/assets/css/fontawesome-all.min.css)
04:32:12	134316/134316	---MCZ	200	added ('OK')	font/ttf	etag:W/%2220cac-5c26a59f484f5%22	https://preview.colorlib.com/theme/universityedu/assets/fonts/fa-brands-400.ttf	D:/CT5/preview.colorlib.com/theme/universityedu/assets/fonts/fa-brands-400.ttf	(from https://preview.colorlib.com/theme/universityedu/assets/css/fontawesome-all.min.css)
04:32:12	730302/730302	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b24be-5c26a5970af4c%22	https://preview.colorlib.com/theme/universityedu/assets/fonts/fa-brands-400.svg	D:/CT5/preview.colorlib.com/theme/universityedu/assets/fonts/fa-brands-400.svg	(from https://preview.colorlib.com/theme/universityedu/assets/css/fontawesome-all.min.css)
04:32:12	34350/34350	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22862e-5c26a5a034a2b-br%22	https://preview.colorlib.com/theme/universityedu/assets/fonts/fa-regular-400.eot	D:/CT5/preview.colorlib.com/theme/universityedu/assets/fonts/fa-regular-400.eot	(from https://preview.colorlib.com/theme/universityedu/assets/css/fontawesome-all.min.css)
04:32:13	34350/34350	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22862e-5c26a5a034a2b-br%22	https://preview.colorlib.com/theme/universityedu/assets/fonts/fa-regular-400.eot?	D:/CT5/preview.colorlib.com/theme/universityedu/assets/fonts/fa-regular-400d41d.eot	(from https://preview.colorlib.com/theme/universityedu/assets/css/fontawesome-all.min.css)
04:32:13	13600/13600	---M--	200	added ('OK')	font/woff2	etag:%223520-5c26a59379e12%22	https://preview.colorlib.com/theme/universityedu/assets/fonts/fa-regular-400.woff2	D:/CT5/preview.colorlib.com/theme/universityedu/assets/fonts/fa-regular-400.woff2	(from https://preview.colorlib.com/theme/universityedu/assets/css/fontawesome-all.min.css)
